Value/K,Name,IsCustomer,IsVendor,C_BP_Group_ID[Value],Description
C000579,ISOFOND  S.R.L.,Y,N,Standard,ITA
C000592,GEORICERCHE SRL,Y,N,Standard,ITA
C000617,GEOTRENTINA SRL,Y,N,Standard,ITA
C000624,OFFICINE GIULIANO S.P.A.,Y,N,Standard,ITA
C000633,SIS S.C.P.A.,Y,N,Standard,ITA
C000680,M.A.I.R.R. SRL,Y,N,Standard,ITA
C000718,RIZZONI S.R.L.,Y,N,Standard,ITA
C000735,IONICA SONDAGGI S.R.L.,Y,N,Standard,ITA
C000789,CASTIGLIA COSTRUZIONI S.a.s di CASTIGLIA DANIELE,Y,N,Standard,ITA
C000861,GENERAL TRUCKS SERVICES SRL UNIPERSONALE,Y,N,Standard,ITA
C000865,COGET IMPIANTI S.P.A,Y,N,Standard,ITA
C000908,CO.S.PE.F. SRL A SOCIO UNICO,Y,N,Standard,ITA
C000922,VAGNOZZI S.R.L.,Y,N,Standard,ITA
C000981,FONDIRIGENTI,Y,N,Standard,ITA
C000987,GRANDI LAVORI FINCOSIT S.P.A.,Y,N,Standard,ITA
C000995,ROLFO GIUSEPPE,Y,N,Standard,ITA
C001006,FONDIMPRESA,Y,N,Standard,ITA
C001024,LOCAPAL S.R.L.,Y,N,Standard,ITA
C001028,BREVINI FLUID POWER VENETO S.R.L.,Y,N,Standard,ITA
C001055,FLUID SYSTEM di Vettraino Gian Paolo,Y,N,Standard,ITA
C001067,GEOFONDAZIONI SRL,Y,N,Standard,ITA
C001081,COMAR S.R.L.,Y,N,Standard,ITA
C001094,VIPP LAVORI SPECIALI SRL in FALLIMENTO,Y,N,Standard,ITA
C001114,PAVIMENTAL S.p.A.,Y,N,Standard,ITA
C001121,O.M.C. ZANIN DINO di ZANIN LIVIO,Y,N,Standard,ITA
C001138,BREFER SRL,Y,N,Standard,ITA
C001158,UNGARI S.R.L.,Y,N,Standard,ITA
C001173,EDILPALI S.R.L.,Y,N,Standard,ITA
C001180,GEMAC S.R.L.,Y,N,Standard,ITA
C001182,OFFICINA MECCANICA O.A.R.A.,Y,N,Standard,ITA
C001186,ECOGEO SRLS CONSOLIDAMENTI E SERVIZI,Y,N,Standard,ITA
C001206,ANSELMI WORKS DI ANSELMI MAURIZIO,Y,N,Standard,ITA
C001209,AURELI SOIL S.R.L.,Y,N,Standard,ITA
C001217,TECHNO DRILL S.R.L. in fallimento,Y,N,Standard,ITA
C001219,GEOSERVIZI2 S.R.L.,Y,N,Standard,ITA
C001221,FERAM 2.0. SRL,Y,N,Standard,ITA
C001228,PADRU TRIVELLAZIONI DI PILU PIETRINO,Y,N,Standard,ITA
C001234,PORDENONESE ROTTAMI SRL,Y,N,Standard,ITA
C001236,EDILCOSTRUZIONI NARDO GIOCONDO,Y,N,Standard,ITA
C001260,PIC8 S.R.L.,Y,N,Standard,ITA
C001271,TOFFOLI SRL - EMPORIO ELETTRICO,Y,N,Standard,ITA
C001272,LANDI DI CHIARUGI S.R.L.,Y,N,Standard,ITA
C001273,VIOLA ANTONIO S.R.L.,Y,N,Standard,ITA
C001275,FINCOSIT S.R.L,Y,N,Standard,ITA
C001278,ASA EMEA S.R.L.,Y,N,Standard,ITA
C001281,TOTO TECH S.R.L.,Y,N,Standard,ITA
C001292,M.G.T. S.R.L.,Y,N,Standard,ITA
C001293,SGOLASTRA SRL,Y,N,Standard,ITA
C001295,FALBO S.R.L.,Y,N,Standard,ITA
C001297,GEOEDIL S.R.L.,Y,N,Standard,ITA
C001300,E.MA.PRI.CE S.P.A.,Y,N,Standard,ITA
C001302,CECCARELLI S.R.L.,Y,N,Standard,ITA
C001304,GEOFOND S.R.L.,Y,N,Standard,ITA
C001310,SELI OVERSEAS SPA,Y,N,Standard,ITA
C001314,SOFIA COSTRUZIONI S.R.L.,Y,N,Standard,ITA
C001321,COSTRUIRE IN FONDAZIONI S.R.L.,Y,N,Standard,ITA
C001326,ICARO ECOLOGY S.P.A.,Y,N,Standard,ITA
C001330,RANDSTAD HR SOLUTIONS S.R.L. -,Y,N,Standard,ITA
C001332,D.F.C. COSTRUZIONI S.R.L.,Y,N,Standard,ITA
C001333,M3D COSTRUZIONI SPECIALI S.R.L.,Y,N,Standard,ITA
C001348,GEO ROCK SRL,Y,N,Standard,ITA
C001349,FEDBART SRLS,Y,N,Standard,ITA
C001353,IMM SRL,Y,N,Standard,ITA
C001740,EUROGEO S.R.L.,Y,N,Standard,ITA
C002204,INTERSONDA S.R.L.,Y,N,Standard,ITA
C002286,"SITE S.A.(Sondeos,Inyecciones y Trabajos Espec.)",Y,N,Standard,ESP
C002306,TT PLUS LTD.  (NON USARE !!!),Y,N,Standard,BGR
C002321,MEC AIR  S.R.L.,Y,N,Standard,ITA
C002342,S.I.F. SOCIETA  ITALIANA FONDAZIONI SPA,Y,N,Standard,ITA
C002515,SPIE BATIGNOLLES FONDATIONS,Y,N,Standard,FRA
C002578,BASE-PILE LTD.,Y,N,Standard,ISR
C002610,AIR SERVICE S.R.L.,Y,N,Standard,ITA
C000951,LTM S.R.L.,Y,N,Standard,ITA
C000967,OFF. BICCIATO EVELINO S.R.L.,Y,N,Standard,ITA
C001026,S.E.A. S.R.L.,Y,N,Standard,ITA
C001041,INTERWELL S.R.L.,Y,N,Standard,ITA
C001044,"NORD GROUP S.P.A. ""NON USARE""",Y,N,Standard,ITA
C001084,EMMEGI ZINCATURA SRL,Y,N,Standard,ITA
C001118,OLEODINAMICA PANNI S.R.L. SOCIO UNICO,Y,N,Standard,ITA
C001124,SPRINGS GROUP SRL UNIPERSONALE,Y,N,Standard,ITA
C001140,VE.I.CO.PAL.  S.R.L.,Y,N,Standard,ITA
C001146,G. & C.  S.R.L.,Y,N,Standard,ITA
C001152,MASSUCCO T. S.R.L.,Y,N,Standard,ITA
C001177,NARDI ING.ANTONIO S.r.l. Soc.Unipersonale,Y,N,Standard,ITA
C001197,PICORENT NOLO S.R.L.,Y,N,Standard,ITA
C001198,ROGIAR TRIVELLAZIONI SPECIALI S.R.L.,Y,N,Standard,ITA
C001200,DEMACC S.R.L.,Y,N,Standard,ITA
C001214,CGT SRL,Y,N,Standard,ITA
C001226,WALVOIL S.P.A.,Y,N,Standard,ITA
C001229,IN-CO S.R.L.,Y,N,Standard,ITA
C001241,GEODRILL S.R.L.,Y,N,Standard,ITA
C001243,VOSS FLUID SRL,Y,N,Standard,ITA
C001245,HELLA S.P.A.,Y,N,Standard,ITA
C001248,DAL BARCO RENATO S.R.L.,Y,N,Standard,ITA
C001261,FALBO PIETRO Impresa Costruzioni,Y,N,Standard,ITA
C001276,RICAMBI RIBI-DI GRUSOVIN MAURIZIO & C. S.N.C,Y,N,Standard,ITA
C001279,GEODRILL DI SANTORO MARIA,Y,N,Standard,ITA
C001282,C.C.P. CANTIERI S.R.L.,Y,N,Standard,ITA
C001283,MNL AUTO DI MANOLE NECULAI,Y,N,Standard,ITA
C001285,EUROMAT S.R.L.,Y,N,Standard,ITA
C001287,TARSIA TOMMASO,Y,N,Standard,ITA
C001288,IMPRESA PIZZAROTTI & C. SPA,Y,N,Standard,ITA
C001289,MITTELFER SRL,Y,N,Standard,ITA
C001294,GRELLI PERFORAZIONI SNC di Petrolati L. & C.,Y,N,Standard,ITA
C001296,GAMMA GEOSERVIZI SRL,Y,N,Standard,ITA
C001303,GOMA ELETTRONICA SPA,Y,N,Standard,ITA
C001305,SEFI S.R.L.,Y,N,Standard,ITA
C001307,BANCA IFIS S.P.A.,Y,N,Standard,ITA
C001308,CGT S.P.A.,Y,N,Standard,ITA
C001312,VIPPELL S.R.L.,Y,N,Standard,ITA
C001313,GAMBARDELLA TRIVELLAZIONI S.A.S.,Y,N,Standard,ITA
C001315,TRIVELLAZIONI PATERNOSTER S.R.L.,Y,N,Standard,ITA
C001317,SUBSOIL S.R.L.,Y,N,Standard,ITA
C001320,MALABAILA & ARDUINO S.P.A.,Y,N,Standard,ITA
C001322,DGF TRIVELMORRA S.r.l.s,Y,N,Standard,ITA
C001339,GEOPROVE SRL,Y,N,Standard,ITA
C001857,SO.CO.GEN. S.P.A. in liquidazione,Y,N,Standard,ITA
C002474,SOLETANCHE BACHY FRANCE,Y,N,Standard,FRA
C002492,WEBUILD S.P.A.,Y,N,Standard,ITA
C002500,WAGSTAFF PILING PTY LTD,Y,N,Standard,AUS
C002583,SJLES S.R.L.,Y,N,Standard,ITA
C002647,HAKODHIM SHABAT LTD.,Y,N,Standard,ISR
C001110,DE LAGE LANDEN INTERNATIONAL BV,Y,N,Standard,ITA
C001112,GEOTEC S.P.A.,Y,N,Standard,ITA
C001113,SICURBAU S.R.L.,Y,N,Standard,ITA
C001116,GEO-EDIL S.R.L.,Y,N,Standard,ITA
C001134,GEOENERGIA SRL,Y,N,Standard,ITA
C001148,OPEMAR S.R.L.,Y,N,Standard,ITA
C001167,I.CO.P. S.P.A.,Y,N,Standard,ITA
C001190,LYC MECCANICA S.R.L.,Y,N,Standard,ITA
C001205,M&D S.R.L.,Y,N,Standard,ITA
C001211,O.L.M.  SRL,Y,N,Standard,ITA
C001218,VERDELLI INTERNATIONAL SRL,Y,N,Standard,ITA
C001237,ARGO-HYTOS SRL,Y,N,Standard,ITA
C001239,SPRINGBOK SRL,Y,N,Standard,ITA
C001244,PADRU TRIVELLAZIONI SRL,Y,N,Standard,ITA
C001246,OSMA S.N.C. DI MILAN BRUNO & C.,Y,N,Standard,ITA
C001256,MOVINVEST S.R.L.,Y,N,Standard,ITA
C001257,GMC S.R.L.,Y,N,Standard,ITA
C001259,CONSORZIO TUNNEL GIOVI CTG,Y,N,Standard,ITA
C001264,INDUSTRIAL COMMERCE & SERVICES S.A.S.,Y,N,Standard,ITA
C001266,SEGRATE S.C.A.R.L,Y,N,Standard,ITA
C001280,CO.PORTUS S.C.A.R.L,Y,N,Standard,ITA
C001298,BRAZZIT ALESSANDRO AB SPORT PERFORMANCE,Y,N,Standard,ITA
C001306,GRELLI PERFORAZIONI S.R.L.S.,Y,N,Standard,ITA
C001316,JTC SNC DI SINGH KULVINDER,Y,N,Standard,ITA
C001329,ARCANGELI TULLIO POZZI E PALIFICAZIONI S.N.C.,Y,N,Standard,ITA
C001331,COSTRUZIONI EREDI DEL MARCO S.R.L.,Y,N,Standard,ITA
C001343,PERFORMA SRL,Y,N,Standard,ITA
C001345,FIORESE ECOLOGIA SRL,Y,N,Standard,ITA
C001347,BRUNNENBAU SUDTIROL SRL,Y,N,Standard,ITA
C001350,DANA FLUID POWER VENETO S.R.L.,Y,N,Standard,ITA
C001354,C.T.E. S.p.A.,Y,N,Standard,ITA
C001518,C.R.M. COSTRUZIONI ROMANE MACCHINE SRL,Y,N,Standard,ITA
C002269,GEODRILL S.R.L.,Y,N,Standard,ITA
C002461,FONDAMENTA S.R.L.,Y,N,Standard,ITA
C002468,AFCONS INFRASTRUCTURE LTD.,Y,N,Standard,IND
C002503,CEMENTCAL B. KOTIK LTD.,Y,N,Standard,ISR
C002586,TECNIWELL S.R.L.  ATTREZZATURE DI PERFORAZIONE,Y,N,Standard,ITA
F011424,DINAMIC OIL SPA CON SOCIO UNICO,Y,N,Standard,ITA
F011500,BOLLORE  LOGISTICS ITALY SPA,Y,N,Standard,ITA
F011674,PALL ITALIA S.R.L.,Y,N,Standard,ITA
F011802,SEF MECCANOTECNICA S.R.L.,Y,N,Standard,ITA
F012238,HAWE ITALIANA S.R.L.,Y,N,Standard,ITA
F012675,M.P. FILTRI S.P.A.,Y,N,Standard,ITA
F012815,CAMA S.R.L,Y,N,Standard,ITA
F012904,XYLEM WATER SOLUTIONS ITALIA S.R.L.,Y,N,Standard,ITA
F012923,LEANE INTERNATIONAL S.R.L,Y,N,Standard,ITA
F013122,MODULMEC INGRANAGGI S.R.L,Y,N,Standard,ITA
F013242,UNIONFOTOMARKET S.P.A.,Y,N,Standard,ITA
F013260,TECNO TUBI S.R.L.,Y,N,Standard,ITA
F013999,FAREM FONDERIE ACCIAIO REMANZACCO SRL,Y,N,Standard,ITA
F014047,SKF INDUSTRIE SPA,Y,N,Standard,ITA
F014196,AUTOSYSTEM SOCIETA  DI SE,Y,N,Standard,ITA
F014395,BRT S.P.A.,Y,N,Standard,ITA
F014784,METALTECNICA S.R.L.,Y,N,Standard,ITA
F015007,GILARDONI S.P.A.,Y,N,Standard,ITA
F015040,V.I.P. SNC DI TREVISAN A.& TOMASI P.,Y,N,Standard,ITA
F015150,OLEODINAMICA GAMBINI S.R.L,Y,N,Standard,ITA
F015241,IN.CO.FIN. S.R.L.,Y,N,Standard,ITA
F015506,UPS UNITED PARCEL SERV.IT,Y,N,Standard,ITA
F015645,BERSY S.R.L. Unipersonale,Y,N,Standard,ITA
F016044,BALJAN P. ROMAN,Y,N,Standard,RUS
F016066,OLEOBI S.R.L.,Y,N,Standard,ITA
F016214,GLP DI PETRAZ GILBERTO,Y,N,Standard,ITA
F016269,TERRY FERRARIS & C .  SPA,Y,N,Standard,ITA
F016297,CIPPA  TRASPORTI S.A.,Y,N,Standard,CHE
F016338,ELETTROMECCANICA C.D.C. srl,Y,N,Standard,ITA
F016405,WOLTERS KLUWER ITALIA S.R.L.,Y,N,Standard,ITA
F016459,MODERNO S.R.L.,Y,N,Standard,ITA
F016483,CENTRO FRENI & FRIZIONI SAS,Y,N,Standard,ITA
F016639,PROCED S.R.L.,Y,N,Standard,ITA
F016691,CAMST S.C.R.L.,Y,N,Standard,ITA
F016730,ICIM  S.P.A.,Y,N,Standard,ITA
F016946,DELTA SYSTEM S.P.A.,Y,N,Standard,ITA
F016996,A.M.E. S.R.L.,Y,N,Standard,ITA
F017002,CPE ITALIA S.P.A.,Y,N,Standard,ITA
F017046,LINOR LTD,Y,N,Standard,GRC
F017057,DROPSA S.p.A.,Y,N,Standard,ITA
F017100,SICO S.P.A.,Y,N,Standard,ITA
F017333,RS COMPONENTS S.r.l.,Y,N,Standard,ITA
F017408,ORA FLUID S.R.L.,Y,N,Standard,ITA
F017499,TELESTAR S.R.L.,Y,N,Standard,ITA
F017705,MESSE MUNCHEN GMBH,Y,N,Standard,DEU
F017724,STS ITALIA S.R.L.,Y,N,Standard,ITA
F017793,FRALUMA S.A.S.,Y,N,Standard,ITA
F017796,CONDUCTIX-WAMPFLER S.R.L.,Y,N,Standard,ITA
F017936,ELETTROTEC S.R.L.,Y,N,Standard,ITA
F017956,PIGEO SAS DI LAZZARI PIER LUIGI,Y,N,Standard,ITA
F017964,SCHNEIDER ELECTRIC IT ITALIA SRL,Y,N,Standard,ITA
F018076,RIST. LA PIOLA - M.D.A. SAS,Y,N,Standard,ITA
F018077,AGOP OLEOIDRAULICA S.P.A.,Y,N,Standard,ITA
F018097,BASALDELLA & REDOLFI S.R.,Y,N,Standard,ITA
F018108,EMMEGI S.P.A.,Y,N,Standard,ITA
F018115,ANSELMI S.R.L.,Y,N,Standard,ITA
F018127,GEMELS SPA,Y,N,Standard,ITA
F018150,GRUBER  LOGISTICS S.P.A.,Y,N,Standard,ITA
F018175,MULTI-WING  ITALIA SRL,Y,N,Standard,ITA
F018242,TECNOSERVICE S.R.L.,Y,N,Standard,ITA
F018253,COBO S.P.A.,Y,N,Standard,ITA
F018264,PRESSOIL S.R.L.,Y,N,Standard,ITA
F018350,PALMIERI S.P.A.,Y,N,Standard,ITA
F018401,WEILER ITALIA S.R.L.,Y,N,Standard,ITA
F018408,G.N.G. SRL,Y,N,Standard,ITA
F018422,SIOSISTEMI S.R.L.,Y,N,Standard,ITA
F018441,VITERIE BAL.BI SRL,Y,N,Standard,ITA
F018455,CAMPIDOGLIO MOLLE SRL,Y,N,Standard,ITA
F023244,CARROZZERIA SCOTTI SAS,Y,N,Standard,ITA
F023251,ASSOGROUP SRLS,Y,N,Standard,ITA
F023252,GRAND HOTEL DEL PARCO - IBA SRL,Y,N,Standard,ITA
F023255,BIBUS ITALIA SRL,Y,N,Standard,ITA
F023256,TRATTORIA VIOL MARISA,Y,N,Standard,ITA
F023264,RIST. AL GALLO DI SPINA ANDREA,Y,N,Standard,ITA
F023271,MIOZZO ANDREA - AVVOCATO,Y,N,Standard,ITA
F023275,UAB THYSSENKRUPP INFRASTRUCTURE,Y,N,Standard,LTU
F023276,MOTA-ENGIL PERÚ S.A.,Y,N,Standard,PER
F023281,A.D. SRLS UNIPERSONALE,Y,N,Standard,ITA
F023286,N.E.S.O DRIVER DI CAPPELLINA SIMONE,Y,N,Standard,ITA
F023291,"OOO ""LIKONS""",Y,N,Standard,RUS
F023295,MENEGALDO GEOM. MICHELA,Y,N,Standard,ITA
F023296,LIEBHERR ITALIA SPA,Y,N,Standard,ITA
F023302,SAVANI ING. COSTANTINO,Y,N,Standard,ITA
F023308,GRUPPO SCUDO SPA,Y,N,Standard,ITA
F023311,JAL TRANS LOGISTICS,Y,N,Standard,IND
F023322,TOSI LORIS - AVVOCATO,Y,N,Standard,ITA
F023328,DESIRE NECTAR ANYTIME-RESTAURANT CAFE,Y,N,Standard,ITA
F023350,AUTEC SRL,Y,N,Standard,ITA
F023352,IDROSERVICE SAS DI GASPARDO LUIGINO & C.,Y,N,Standard,ITA
F023364,INTERNATIONAL DRILLING EQUIP. CANADA,Y,N,Standard,CAN
F023365,LOGA SRLS,Y,N,Standard,ITA
F023369,FRIULI ANTINCENDI SRL,Y,N,Standard,ITA
F023372,WESTERN RUBBER & MANUFACTURING,Y,N,Standard,USA
F023378,OLIZKI INFRASTRUCTURES LTD,Y,N,Standard,ISR
F023382,SIMMONS & SIMMONS STUDIO LEGALE ASSOCIATO,Y,N,Standard,ITA
F023392,BISCONTIN RICCARDO,Y,N,Standard,ITA
F023398,VALME SRL,Y,N,Standard,ITA
F023409,BIANCHI LUBRIFICANTI SRL,Y,N,Standard,ITA
F023410,A.KOTHMAIER TRANSPORT GMBH,Y,N,Standard,AUT
F023413,DEMAL SRL,Y,N,Standard,ITA
F023415,PERMAC SRL SOC. UNICO,Y,N,Standard,ITA
F023417,ESSEZETA ZANETTI SRL,Y,N,Standard,ITA
F023429,TITAN SERVICE SA,Y,N,Standard,CHE
F023431,MATHERSON SPA,Y,N,Standard,ITA
F023436,FLEMING S HOTEL MANAGEMENT & SERV.GMBH & CO. KG,Y,N,Standard,DEU
F023438,PIC8 SRL,Y,N,Standard,ITA
F023441,TERMOVENETA SRL,Y,N,Standard,ITA
F023446,MASIERO SNC DI MASIERO MARIO & CARLO,Y,N,Standard,ITA
F023448,BULDO ORLANDO,Y,N,Standard,ITA
F023449,JAGABALIA INFORMARKETING PRIVATE LTD.,Y,N,Standard,IND
F023452,MANN ENTERPRISES LTD,Y,N,Standard,ITA
F023460,SIKER SRL,Y,N,Standard,ITA
F023466,QUANTA SPA,Y,N,Standard,ITA
F023468,CREDIT AGRICOLE LEASING ITALIA SRL,Y,N,Standard,ITA
F023472,BORGOFIL SRL,Y,N,Standard,ITA
F023479,TTC BUSINESS LTD,Y,N,Standard,BGR
F023481,IL MULINO SRL,Y,N,Standard,ITA
F020111,VODAFONE OMNITEL N.V.,Y,N,Standard,ITA
F020112,WIND TRE SPA,Y,N,Standard,ITA
F020128,CIPOLAT COSTRUZIONI METALLICHE S.R.L,Y,N,Standard,ITA
F020138,INVER SPA,Y,N,Standard,ITA
F020146,FONDERIA SA.BI SPA,Y,N,Standard,ITA
F020176,STINAT ALBERTO TERMOIDRAULICA,Y,N,Standard,ITA
F020183,V & V DI VARNIER ROBERTO & C. SAS,Y,N,Standard,ITA
F020203,TTI - TECNOTRADE INTERNATIONAL SRL,Y,N,Standard,ITA
F020223,ELECTRA SYSTEM SAS DI DAMO G.& C.,Y,N,Standard,ITA
F020243,DUROX SRL,Y,N,Standard,ITA
F020256,SIP & T SPA,Y,N,Standard,ITA
F020274,LA CIOTOLA - COVER SRL,Y,N,Standard,ITA
F020306,VOLPE CLAUDIO - NOTAIO,Y,N,Standard,ITA
F020353,HIGH SOLUTION SRL,Y,N,Standard,ITA
F020362,KUEHNE & NAGEL SRL,Y,N,Standard,ITA
F020398,RINA SERVICES SPA,Y,N,Standard,ITA
F020401,COSTELLA DIEGO,Y,N,Standard,ITA
F020402,S.A.P.A.C.,Y,N,Standard,ITA
F020441,PIACENZA EXPO SPA,Y,N,Standard,ITA
F020445,EUROSERVICE MACCHINE UTENSILI SRL,Y,N,Standard,ITA
F020446,IRA SRL,Y,N,Standard,ITA
F020463,MODELLERIA MECC. F.LLI DE ANGELIS SNC,Y,N,Standard,ITA
F020475,VITERIA 2000 SRL,Y,N,Standard,ITA
F020500,KTR SYSTEMS GMBH,Y,N,Standard,DEU
F020505,OLEODINAMICA MARCHESINI SRL,Y,N,Standard,ITA
F020519,DANA FLUID POWER VENETO S.R.L.,Y,N,Standard,ITA
F020561,ORIENTA + TRIUM SRL,Y,N,Standard,ITA
F020615,FEDERAL MOGUL FRIEDBERG GMBH,Y,N,Standard,DEU
F020641,OLEO MECCANICA  INDUSTRIALE COMPONENTI SRL,Y,N,Standard,ITA
F020644,BIANCHIN ROMEO,Y,N,Standard,ITA
F020656,CREMONESINI SRL,Y,N,Standard,ITA
F020682,JOHN WAGSTAFF CONSTRUCTIONS PTY. LTD.,Y,N,Standard,AUS
F020731,DELL S.A.,Y,N,Standard,ITA
F020768,GAMPERL & HATLAPA GMBH,Y,N,Standard,DEU
F020783,WIN RENT SPA,Y,N,Standard,ITA
F020784,TERMOIDRAULICA BISCONTIN SNC,Y,N,Standard,ITA
F020850,HI-FLEX ITALIA SRL,Y,N,Standard,ITA
F020878,VESPO FRANCO,Y,N,Standard,ITA
F020891,SOCEPI SRL,Y,N,Standard,ITA
F020896,DELLA LIBERA PIETRO - AUTOTRASPORTI,Y,N,Standard,ITA
F020901,EURO ITALIAN FREIGHT SYSTEMS S.R.L.,Y,N,Standard,ITA
F020920,ELETTROMEC SRL,Y,N,Standard,ITA
F020941,"WENZHOU JADE INTERNATIONAL TRADE CO.,LTD",Y,N,Standard,CHN
F020970,JOLLY FORNITURE STAMPA DI MASUT LUCA,Y,N,Standard,ITA
F021066,RANDSTAD ITALIA SPA,Y,N,Standard,ITA
F021099,LYC MECCANICA SRL,Y,N,Standard,ITA
F021146,B & B SPA,Y,N,Standard,ITA
F021174,MED SPA,Y,N,Standard,ITA
F021200,TEC SYSTEM,Y,N,Standard,FRA
F021202,SA.FRA. SRL,Y,N,Standard,ITA
F021226,TEKNO IMPIANTI SERVICE SRL,Y,N,Standard,ITA
F021232,COSTRUZIONI ELETTROMECCANICHE LABOR,Y,N,Standard,ITA
F021388,CENTRO MACCHINE SRL,Y,N,Standard,ITA
F021396,INTERLASHING SRL,Y,N,Standard,ITA
F021401,DAR ALTAKAMOL,Y,N,Standard,SAU
F021420,MECOIL DIAGNOSI MECCANICHE SRL,Y,N,Standard,ITA
F021443,CITY DESIGN SPA,Y,N,Standard,ITA
F021533,FILCAR SPA,Y,N,Standard,ITA
F021567,GLOBE GROUP SRL,Y,N,Standard,ITA
F021568,TUBI GOMMA TORINO S.P.A,Y,N,Standard,ITA
F021594,PESSOTTO IMPIANTI SRL,Y,N,Standard,ITA
F021596,I.T.S. ITALIA S.P.A.,Y,N,Standard,ITA
F021625,FARMACIA D ANDREA DOTT. MASSIMILIANO,Y,N,Standard,ITA
F021637,PIETROBIN SRL UNIPERSONALE,Y,N,Standard,ITA
F021641,DANPER SRL,Y,N,Standard,ITA
F021648,NEWTON SRL,Y,N,Standard,ITA
F021651,WALK2TALK SRL,Y,N,Standard,ITA
F011489,VARISCO S.P.A.,Y,N,Standard,ITA
F011720,"LIBRERIA ""AL SEGNO"" DI DA",Y,N,Standard,ITA
F011816,FRENOFLEX SRL,Y,N,Standard,ITA
F012042,PARKER HANNIFIN S.P.A.,Y,N,Standard,ITA
F012048,SOVATEC INDUSTRIALE S.R.L,Y,N,Standard,ITA
F012053,EPE ITALIANA S.R.L.,Y,N,Standard,ITA
F012141,TRE CI SRL,Y,N,Standard,ITA
F012190,ROLLSTAR AG,Y,N,Standard,CHE
F012228,PENTZ MICHAEL GMBH & CO.,Y,N,Standard,DEU
F012411,TIPOGRAFIA SARTOR S.R.L.,Y,N,Standard,ITA
F012470,FORMARO SPEDIZIONI S.R.L.,Y,N,Standard,ITA
F012528,FONDERIA ANSELMI SPA,Y,N,Standard,ITA
F012587,STUDIO DELTA DI GASPAROLLO VALTER,Y,N,Standard,ITA
F012831,TECNOLUBESEAL S.p.A.,Y,N,Standard,ITA
F012902,IVG COLBACHINI S.P.A.,Y,N,Standard,ITA
F013030,ASSOSERVIZI S.R.L.,Y,N,Standard,ITA
F013132,SERENISSIMA GOMME S.R.L,Y,N,Standard,ITA
F013753,"AUTOFFICINA PERON CLAUDIO, FIGLI & C. SNC",Y,N,Standard,ITA
F013772,HELLA S.P.A.,Y,N,Standard,ITA
F013779,MAVRA S.R.L.,Y,N,Standard,ITA
F013781,VIOLA ANTONIO S.R.L.,Y,N,Standard,ITA
F014116,MINTOR S.R.L.,Y,N,Standard,ITA
F014225,SYSTEMAX ITALY SRL,Y,N,Standard,ITA
F014409,HOTEL PLAZA S.P.A.,Y,N,Standard,ITA
F014550,ADOS s.r.l.,Y,N,Standard,ITA
F014760,IMS S.P.A.,Y,N,Standard,ITA
F014793,S.G.A. S.R.L.,Y,N,Standard,ITA
F014808,LA LEONESSA S.P.A.,Y,N,Standard,ITA
F015019,CESPED S.P.A.,Y,N,Standard,ITA
F015060,DOGADO S.R.L.,Y,N,Standard,ITA
F015098,P.C.A. S.R.L.,Y,N,Standard,ITA
F015367,ELCOS S.R.L.,Y,N,Standard,ITA
F015612,COGEIM EUROPE S.R.L.,Y,N,Standard,ITA
F015628,D.H. LAMINA SRL,Y,N,Standard,ITA
F015870,MOLLIFICIO RENZO SCOTTI  SRL,Y,N,Standard,ITA
F015924,WINOA ITALIA SPA,Y,N,Standard,ITA
F016000,FEDERAL EXPRESS EUROPE IN,Y,N,Standard,ITA
F016029,GRUPPO DISTRIBUZIONE PETROLI S.R.L.,Y,N,Standard,ITA
F016324,D.A.P. SRL,Y,N,Standard,ITA
F016467,AMADIO F.LLI S.P.A.,Y,N,Standard,ITA
F016481,FIP ARTICOLI TECNICI S.R.L.,Y,N,Standard,ITA
F016492,ZAGO ADRIANO S.R.L.,Y,N,Standard,ITA
F016544,TREEFFE S.R.L.,Y,N,Standard,ITA
F016592,FRIULEXPRESS S.R.L.  - GLS GENERAL LOG. SYSTEMS,Y,N,Standard,ITA
F016602,TEKNO IMPIANTI S.P.A.,Y,N,Standard,ITA
F016628,M.W.M. FRENI FRIZIONI S.R.L.,Y,N,Standard,ITA
F016758,ZUCCHETTO LIBERO & C. S.N.C,Y,N,Standard,ITA
F016998,C.A.M.I. S.P.A.,Y,N,Standard,ITA
F017062,DISTILLERIA D.PAGURA S.N.,Y,N,Standard,ITA
F017128,DEUTZ ITALY S.R.L.,Y,N,Standard,ITA
F017135,BARUFFALDI S.P.A.,Y,N,Standard,ITA
F017145,PTC,Y,N,Standard,FRA
F017193,ARMONIA COMPUTERS S.R.L.,Y,N,Standard,ITA
F017231,THYSSENKRUPP ROTHE ERDE ITALY SPA,Y,N,Standard,ITA
F017233,TAGLIARIOL S.N.C. DI TAGL,Y,N,Standard,ITA
F017267,JEAN LUTZ S.A.,Y,N,Standard,FRA
F017338,KRONO S.N.C. DI GIACUZZO N.L. & C.,Y,N,Standard,ITA
F017553,CHIURLO S.R.L.,Y,N,Standard,ITA
F017603,MINI PRESS S.R.L.,Y,N,Standard,ITA
F017722,OFFICINE CAR S.R.L.,Y,N,Standard,ITA
F017746,TONELLO SPA UNIPERSONALE,Y,N,Standard,ITA
F017809,FLY HOTEL S.R.L.,Y,N,Standard,ITA
F017815,BOIANOFLON S.R.L.,Y,N,Standard,ITA
F017819,EURODRILL GMBH,Y,N,Standard,DEU
