Value/K,Name,Description,SKU,IsActive,IsSummary,M_Product_Category_ID[Value],C_TaxCategory_ID[Name],C_UOM_ID[Name],ProductType,R_MailText_ID[Name],Weight,Volume,IsOwnBox,M_FreightCategory_ID[Value],IsDropShip,IsStocked,M_Locator_ID,IsManufactured,IsPhantom,ShelfWidth,IsKanban,IsSelfService
M5A-RP02SG-N026-01,NOTIFIER PULSANTE MANUALE INDIRIZZATO,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
P700,NOTIFIER PULSANTE INDIRIZZATO MANU.,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
P-PAN1-P-VSP-G,NOTIFIER PELL X PAN.SPEGNIMENTO IN CORSO,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
P-PAN1-P-EVL-G,NOTIFIER PELL X PAN. EVACUARE IL LOCALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
PAN1-EU,"NOTIFIER PANNELLO OTTICO/AC EN 54, 54-23",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
NFXI-TDIFF,NOTIFIER NFXI-TDIFF  RILEV.TERMOVELOCIM.,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
PAN1-PLUS-W,NOTIFIER NEW PANNELLO LED OTTICO/AC,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
M710,NOTIFIER MODULO INGRESSO M710,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
M710-CZ,NOTIFIER MODULO INGRESSO CON ISOLATORE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
M700X,NOTIFIER MODULO DI ISOLAMENTO PER C. AM,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
M701,NOTIFIER MODULO 1 USCITA PER CENTR INDIR,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
KIT-IP55EN,NOTIFIER KIT-IP55EN COMP GUARN PER PAN1,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LCD6000N,NOTIFIER DISPLAY LCD PER CENTR AM2. 4. 6,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CEI 650G,NOTIFIER CEI650G SCHEDA MADRE ( AM6000N),,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
SOLOC3-001,NOTIFIER BOMB TEST RIVELATORI GAS,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
B501AP,NOTIFIER BASI PER ACC E RIVEL.INDIRIZZ.,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000436,"NIPPLO 280 ATT.FIL.GAS MM4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000441,"NIPPLO 280 ATT.FIL.GAS MM3/8""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000440,"NIPPLO 280 ATT.FIL.GAS MM3/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000435,"NIPPLO 280 ATT.FIL.GAS MM3""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000444,"NIPPLO 280 ATT.FIL.GAS MM2""1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000434,"NIPPLO 280 ATT.FIL.GAS MM2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000438,"NIPPLO 280 ATT.FIL.GAS MM1/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000443,"NIPPLO 280 ATT.FIL.GAS MM1""1/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000442,"NIPPLO 280 ATT.FIL.GAS MM1""1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000370,"NIPPLO 280 ATT.FIL.GAS MM1"" X 3/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000433,"NIPPLO 280 ATT.FIL.GAS MM1""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LUCENEON58W,NEON TL-D SUPER 80 58W,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR0082,NASPO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
881907,MOTORE WEG(P) 2/4PC 1.73/.43KW 90S,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
MOTO,MOTOPOMPA TRIMESTRALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
MOTOS,MOTOPOMPA SEMESTRALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
MOTOM,MOTOPOMPA MENSILE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP022,MONITORE TRIM.,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP014,MONITORE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
MOLLAPAN,MOLLA PER EFC PANCALDI,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
MOLLABAS,MOLLA PER EFC MINGARDI,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
A22067CAO,MOLLA PER EFC CAODURO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
MOLLAVALVOLA,MOLLA PANCALDI PER E.F.C.,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
ARI IO2034NC,MODULO 4 INGRESSI CONTROLLATI E 4 USCITE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
M721,MODULO 2 INGRESSI M721 NOTIFIER,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IO2034NC,MODUILO ARITECH 4 INGRESSI E 4 USCITE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
NF19700,MILLENNIUM NERO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
820940109,MEZZO CILINDRO ISEO 40/10,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6186EM,MEGAFONO 20W D160 500/700 Meter,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LOM ED0054961820-S,MASSA/ELEMENT SVAC,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
MASK,MASCHERA PIENO FACCIALE,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BLS5150,MASCHERA PIENO FACC CL 3 RACC EN148-1,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
PRES4,MASCHERA,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6161EM,MARTELLETTO FRANGIVETRO FISSO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6162EM,MARTELLETTO FRANGIVETRO CON ARROTOLATORE,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
J99,"MANOMETRO PER ARIA 250 PSI 1/4"" UL/FM",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1576,MANOMETRO DIAM. 23 M10X1 SCHIUMA,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
0271-2EM,MANOMETRO CON OR. EMME,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
40000135,"MANOMETRO CASSA INOX RADIALE ATT.FIL3/8""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
40000131,"MANOMETRO CASSA INOX RADIALE ATT.FIL1/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
40000074,"MANOMETRO 0-16 BAR D.60 ATT.FIL.GAS 1/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
PORT0000,MANIGLIONE PER PORTA REI,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
MAN NOV030,MANIGLIONE NOVOPUSH L.850 ANODIZZATO NER,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
MAN MANGUA,MANIGLIONE NOVOGUARD PER BARRA ALLUM.(1),,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
215901110,MANIGLIONE 3P US FAST 59011.10.0 CISA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
3P,MANIGLIONE 3P NO KIT PLACCHE IDEA ISEO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
215901610,MANIGLIONE 2P US CISA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
949411000505,MANIGLIONE 1P NO KIT PLACCHE IDEA  ISEO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
F9399,MANIGLIA ESTERN X MANIGLIONE LAMPO CORNI,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
9494021005,MANIGLIA C/CILINDRO IDEA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
07078.38.0.00.00,MANIGLIA C/CILINDRO E CHIAVE CORTA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
07078.68.0.00.00,MANIGLIA C/CILINDRO E CHIAVE CON PLACCA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
KHC MAN,MANIGLIA C/C + 3 CHIAVI SAVIO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
231KHC,MANIGLIA C/C + 3 CHIAVI CIRCEO SAVIO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
210707868,MANIGLIA C/ CILIND 07078.68 LUNGA CISA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
3101001006,MANIGLIA A DOPPIA LEVA PER PORTA REI,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
210707838,MANIGLIA 07078.38 CON CILINDR CORTA CISA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000423,"MANICOTTO 270 ATT.FIL.GAS FF3/8""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000422,"MANICOTTO 270 ATT.FIL.GAS FF3/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000415,"MANICOTTO 270 ATT.FIL.GAS FF3""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000414,"MANICOTTO 270 ATT.FIL.GAS FF2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000420,"MANICOTTO 270 ATT.FIL.GAS FF1/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000419,"MANICOTTO 270 ATT.FIL.GAS FF1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000425,"MANICOTTO 270 ATT.FIL.GAS FF1""1/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000424,"MANICOTTO 270 ATT.FIL.GAS FF1""1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000413,"MANICOTTO 270 ATT.FIL.GAS FF1""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000416,"MANICOTTO 270  ATT.FIL GAS FF4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000426,"MANICOTTO 270  ATT.FIL GAS FF2""1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR75,MANICHETTA UNI70 DA 30 Meter,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR705,MANICHETTA UNI70 DA 25 Meter,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR70,MANICHETTA UNI70 DA 20 Meter,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
MANIC 70,MANICHETTA UNI70 20Meter RACC UNI804,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR45.50,MANICHETTA UNI45 DA 30 Meter,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR455,MANICHETTA UNI45 DA 25 Meter,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR45,MANICHETTA UNI45 DA 20 Meter,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
A124525,MANICHETTA UNI45 25Meter RACC UNI804,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR44T,MANICHETTA UNI45 20Meter. TRIM.,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
MANIC 45,MANICHETTA UNI45 20Meter RACC UNI804,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
A127025ZG,MANICHETTA UNI 70 25Meter RACC UNI804,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
170000425,MANICHETTA NASPO DN25 25Meter,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
13050 CSA,MAGNETE CON SUPPORTO 50KG 13050 CSA,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1360 CSA,MAGNETE CON SUPPORTO 100KG 1360 CSA,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LOVBF3800A230,LOVATO CONTATORE DI POT3P 38A BOB 230VCA,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
31BCE0312,LOVATO CARICA BATTERIA 3AH 12V,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
YU76215-200,LIQUIDO ANTIGELO,,,Y,N,IMP,Cat. IVA 22% ,Liter,I,,0,0,N,,N,Y,,N,N,0,N,N
CE24N10EGI,LINERGY CRISTAL EVO LED A.F. 24W SE IP65,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI_L.VITA,LINEA VITA,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
OKI01,LAVA OCCHI D`EMERGENZA,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
0896EM,LASTRA SAFE CRASH 614X614,,,Y,N,LAST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
9463EM,LASTRA SAFE CRASH 475X730,,,Y,N,LAST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
0887EM,LASTRA SAFE CRASH 420X570H,,,Y,N,LAST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
887EM,LASTRA SAFE CRASH 420X570 CASS.UNI70,,,Y,N,LAST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
9464EM,LASTRA SAFE CRASH 400X57AH CASS.UNI70,,,Y,N,LAST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
0971EM,LASTRA SAFE CRASH 323X530,,,Y,N,LAST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
0886EM,LASTRA SAFE CRASH 290X500H CASS.UNI45,,,Y,N,LAST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4031GH,LASTRA SAFE CRASH 120X120 CASS.CHIAVI,,,Y,N,LAST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
0591EM,LASTRA SAFE CRASH 1000X1000,,,Y,N,LAST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1430,LANCIA UNI 70 A LEVA IN LEGA ALLUMINIO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
AL70GH,LANCIA UNI 70 A LEVA IN LEGA ALLUMINIO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
0603EM,LANCIA UNI 45 A LEVA IN LEGA ALLUMINIO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
AL45GH,LANCIA UNI 45 A LEVA IN LEGA ALLUMINIO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
MM45GH,LANCIA UNI 45  A ROTAZIONE,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
VA25GH,LANCIA UNI 25 A ROTAZIONE,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
0601EM,LANCIA UNI 25 A LEVA,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
367MB,LANCIA PER CARRELLATI,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LAMP,LAMPEGGIANTE T.W.S F,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
PP25,LAMPADINA OSRAM SPC.T26/57 CL 25W 230V,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LUCE5,LAMPADE EMERGENZA OVA 8 W,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LUCE7,LAMPADE EMERGENZA OVA 6 W,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LUCE4,LAMPADE EMERGENZA OVA 36 W,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LUCE6,LAMPADE EMERGENZA OVA 24 W,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LUCEOVA18,LAMPADE EMERGENZA OVA 18W,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LUCE3,LAMPADE EMERGENZA OVA 11 W 38830 NEW IP4,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LUCEL08,LAMPADE EMERGENZA LINERGY 8W IP40,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LUCEL24.40,LAMPADE EMERGENZA LINERGY 24W IP40,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LUCEVP118,LAMPADE EMERGENZA LINERGY 1X18 VP118N10E,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LUCEL11,LAMPADE EMERGENZA LINERGY 11W IP40,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LUCEMDISA,LAMPADE EMERGENZA DISANO IDRO 18 W 16453,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LUCEMBEGH,LAMPADE EMERGENZA BEGHELLI 626AT IP65,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LUCE1,LAMPADE EMERGENZA,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LUCEL24,LAMPADE EMERGEN LINERGY CRISTAL 24W IP65,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
OVA37927,LAMPADA EMERGENZA OVA ELETTRA IP65 U11/1,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LINERGY LED 11 SE,LAMP EMERGENZA LINERGY PRODIGY 11W LED S,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LINERGY  LED 24 SA,LAMP EMERGENZA LINERGY 24W SA IP42,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LINERGY LED 11 SA,LAMP EMERGENZA LINERGY 11W LED SA IP42,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LINERGY LED SE,LAMP EMERGENZA LINERGY  24W LED SE IP42,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
PR24F13EBI,LAMP EMERGENZA LINERG 24W LED SE IP42,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
PS24F13EBI,LAMP EMERG LINERGY PRODIGY 24W SE IP65,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
F9830NEW,KIT SCROCCHI VERTICALI+ASTA CORNI,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
07063.20.0.00.00,KIT SCROCCHI LATERALI PRESTIGE,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
9410203505,KIT SCROCCHI LATERALI IDEA NERO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
07063.61.0,KIT SCROCCHI A/B VERTICALI+CAVO+AST CISA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
07063.30.0.00.00,KIT SCROCCHI A/B PRESTIGE,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
07063.51.0.00,KIT SCROCCHI A/B LATERALI+CAVO+ASTE CISA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
9410201505,KIT SCROCCHI A/B IDEA NERO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
KIT PLACCHE,KIT PLACCHE MASCHERAMENTO MANIGLIONE,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
94100655,KIT PLACCHE MASCHERAMENTO FORI,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
PLACCA,KIT PLACCHE MASCHERAMEN 09494100655 ISEO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
922001816,KIT PER VALVOLA AD UMIDO MOD AV-1,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
OVA43064,KIT OVA 43064 LAMP EMERG PLAF 1X58,,,Y,N,LAMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7894204301001,KIT MANIGLIONE ANT.TAGLIAFUOCO EX LP BM,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4204301031,KIT MANIGLIONE ANT. TAGLIAFUOCO TWIST BM,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4204301036,KIT MANIGLIONE ANT. TAGLIAFUOCO SLASH BM,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4205014.001S,KIT MAC 1 FAILSAFE TIR.SX. MAN.NERA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4205014001,KIT MAC 1 FAILSAFE TIR.DX. MAN.NERA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LINERGY KIT2,KIT LINERGY PER BANDIERA A PARETE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8000PH,KIT LAVAOCCHI + SOLUZ +GHIAC+VASC,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
AB699995218,"KIT GUARNIZIONI VLV SECCO 6"" MOD.D",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
NF19720,KIT CIL.+MAN. MILLENIUM NERA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
